Cell Typeold,Effect ID,Platform,Experiment ID,Term,platform_id,comparison_id,Estimate Up Down,stage,Group Size,Disease Name,fdr,significant
epithelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,0.00012475,TRUE
mesenchymal cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,0.000603652,TRUE
stromal cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,0.001668135,TRUE
Macro_NLRP3,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,0.003798918,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,1.05E-16,TRUE
fibroblast,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,1.48E-16,TRUE
Macro_INHBA,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,2.32E-16,TRUE
CD8+ resident-memory T cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,2.25E-10,TRUE
cancer-associated fibroblast,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,2.88E-06,TRUE
Macro_C1QC,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,7.48E-05,TRUE
neutrophil,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.061901657,TRUE
Tfh-Th1,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.148663727,TRUE
gamma-delta T cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.28847225,TRUE
"CD14-low, CD16-positive monocyte",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,2.00E-07,TRUE
regulatory T cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,3.28E-07,TRUE
mature B cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,1.34E-06,TRUE
class switched memory B cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,1.49E-06,TRUE
plasma cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,1.54E-06,TRUE
cDC3_LAMP3,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,2.64E-06,TRUE
memory B cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,6.50E-05,TRUE
Macro_LYVE1,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.000848841,TRUE
"naive thymus-derived CD4-positive, alpha-beta T cell",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.001126913,TRUE
mast cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.001126913,TRUE
epithelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.010755647,TRUE
Tk,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.016388967,TRUE
Macro_IL1B,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.031977811,TRUE
natural killer cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.047862057,TRUE
interferon-stimulated genes CD4-positive T cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.047862057,TRUE
"effector memory CD8-positive, alpha-beta T cell",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.047862057,TRUE
"exhausted CD8-positive, alpha-beta T cell",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.062326172,TRUE
"CD14-positive, CD16-negative classical monocyte",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.078332937,TRUE
pDC_LILRA4,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.12387576,TRUE
Macro_NLRP3,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.367084049,TRUE
fat cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.511837149,TRUE
"CD16-positive, CD56-dim natural killer cell",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.687206889,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.70621288,TRUE
endothelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.753485688,TRUE
Macro_ISG15,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.771869658,TRUE
"effector memory RA CD8-positive, alpha-beta T cell (TEMRA)",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.797200721,TRUE
Macro_INHBA,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,2.21E-08,TRUE
fibroblast,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,2.00E-07,TRUE
CD8+ resident-memory T cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,1.62E-06,TRUE
cancer-associated fibroblast,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,2.46E-06,TRUE
Macro_C1QC,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.000590382,TRUE
mesenchymal cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.002732333,TRUE
Tfh-Th1,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.00640339,TRUE
stromal cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.010465541,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.031977811,TRUE
T-helper 17 cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.060918733,TRUE
neutrophil,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.251482361,TRUE
Macro_SPP1,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.484972484,TRUE
gamma-delta T cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.753485688,TRUE
cDC1_CLEC9A,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.789952585,TRUE
macrophage,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.797200721,TRUE
regulatory T cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
mature B cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
Macro_LYVE1,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
class switched memory B cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
cDC3_LAMP3,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
"CD14-positive, CD16-negative classical monocyte",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
Macro_IL1B,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.006159856,TRUE
"effector memory CD8-positive, alpha-beta T cell",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.006159856,TRUE
"CD14-low, CD16-positive monocyte",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.006159856,TRUE
mast cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.013346354,TRUE
interferon-stimulated genes CD4-positive T cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.013346354,TRUE
plasma cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.01751709,TRUE
fat cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.02355239,TRUE
natural killer cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.028027344,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.028027344,TRUE
pDC_LILRA4,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.033075747,TRUE
"naive thymus-derived CD4-positive, alpha-beta T cell",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.033075747,TRUE
"exhausted CD8-positive, alpha-beta T cell",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.033075747,TRUE
Macro_NLRP3,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.055053711,TRUE
epithelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.081561053,TRUE
endothelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.081561053,TRUE
T-helper 17 cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.09866769,TRUE
"CD16-positive, CD56-dim natural killer cell",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.173962823,TRUE
macrophage,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.201529948,TRUE
"effector memory RA CD8-positive, alpha-beta T cell (TEMRA)",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.397964015,TRUE
Macro_ISG15,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.440429688,TRUE
memory B cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.575696791,TRUE
Macro_SPP1,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.98996582,TRUE
Macro_INHBA,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
Macro_C1QC,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
fibroblast,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
CD8+ resident-memory T cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.004003906,TRUE
cancer-associated fibroblast,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.028027344,TRUE
mesenchymal cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.081561053,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.317729335,TRUE
neutrophil,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.3565979,TRUE
stromal cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.529405382,TRUE
cDC1_CLEC9A,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.529405382,TRUE
gamma-delta T cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.896664268,TRUE
Tfh-Th1,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.98996582,TRUE
Tk,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,1,TRUE
cDC3_LAMP3,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,1.04E-05,TRUE
"effector memory CD8-positive, alpha-beta T cell",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,1.39E-05,TRUE
plasma cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,1.82E-05,TRUE
"naive thymus-derived CD4-positive, alpha-beta T cell",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,2.08E-05,TRUE
mature B cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,4.45E-05,TRUE
Macro_LYVE1,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,8.71E-05,TRUE
"CD14-low, CD16-positive monocyte",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.000110876,TRUE
class switched memory B cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.000141366,TRUE
Macro_IL1B,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.000177653,TRUE
"exhausted CD8-positive, alpha-beta T cell",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.001049853,TRUE
"effector memory RA CD8-positive, alpha-beta T cell (TEMRA)",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.001049853,TRUE
regulatory T cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.001236213,TRUE
Tk,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.005746255,TRUE
T-helper 17 cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.010373215,TRUE
memory B cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.015993979,TRUE
mast cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.036466273,TRUE
"CD16-positive, CD56-dim natural killer cell",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.043244297,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.043244297,TRUE
pDC_LILRA4,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.051100199,TRUE
macrophage,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.062528817,TRUE
endothelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.067601965,TRUE
natural killer cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,pan_cancer_v1,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.091124682,TRUE
