Cell Typeold,Effect ID,Platform,Experiment ID,Term,platform_id,comparison_id,Estimate Up Down,stage,Group Size,Disease Name,fdr,significant
"effector memory CD4-positive, alpha-beta T cell",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.611896933,TRUE
capillary endothelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.618902615,TRUE
macrophage,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.787039548,TRUE
naive CD4+ T cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.955999663,TRUE
malignant intestine goblet cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.955999663,TRUE
naive CD8+ T cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Down,datasets,40 | 40,io_colorectal_cancer,0.96289612,TRUE
malignant intestinal epithelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,1.66E-08,TRUE
malignant enterocyte,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,2.63E-08,TRUE
pericyte,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,1.58E-06,TRUE
intestinal tuft cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,2.54E-06,TRUE
malignant BEST4+ intestinal epithelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,6.33E-06,TRUE
malignant enteroendocrine cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,2.64E-05,TRUE
cancer associated fibroblast,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,2.86E-05,TRUE
endothelial tip cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,7.66E-05,TRUE
regulatory T cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.000112625,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.000647803,TRUE
fibroblast,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.055940999,TRUE
monocyte,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.098658524,TRUE
malignant immature intestine goblet cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.188126845,TRUE
endothelial cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.480462092,TRUE
gamma-delta T cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.484946565,TRUE
malignant intestinal tuft cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.598028404,TRUE
germinal center B cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.792773634,TRUE
natural killer cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.870185143,TRUE
mature B cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.870185143,TRUE
transit amplifying cell,tumor,microarray,GSE31737,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE31737__GPL5175__tumor_vs_tumor_adjacent,Up,datasets,40 | 40,io_colorectal_cancer,0.959492476,TRUE
intestinal epithelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.72E-16,TRUE
enterocyte,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.72E-16,TRUE
S2 fibroblast,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.82E-16,TRUE
BEST4+ intestinal epithelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,3.19E-16,TRUE
S3 fibroblast,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,2.65E-15,TRUE
transit amplifying cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,2.94E-15,TRUE
enteroendocrine cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,2.94E-15,TRUE
intestine goblet cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,3.66E-15,TRUE
smooth muscle cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,4.60E-15,TRUE
immature intestine goblet cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,5.49E-15,TRUE
mast cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.38E-14,TRUE
lymphatic endothelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,8.10E-14,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.95E-13,TRUE
T-helper 17 cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,4.76E-13,TRUE
vein endothelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.71E-12,TRUE
plasma cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,4.99E-12,TRUE
mature B cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,7.94E-11,TRUE
conventional dendritic cell 2,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,8.54E-11,TRUE
dendritic cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,3.88E-10,TRUE
germinal center B cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,4.85E-10,TRUE
conventional dendritic cell 1,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,2.17E-09,TRUE
endothelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,4.66E-09,TRUE
gamma-delta T cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.02E-08,TRUE
Schwann cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.05E-06,TRUE
artery endothelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,1.18E-06,TRUE
T peripheral helper,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,3.25E-06,TRUE
malignant enteroendocrine cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,6.80E-05,TRUE
capillary endothelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,0.000399219,TRUE
migratory conventional dendritic cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,0.000406263,TRUE
effector memory CD8+ T cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,0.020971756,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Down,datasets,97 | 97,io_colorectal_cancer,0.021971431,TRUE
malignant intestinal epithelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,1.72E-16,TRUE
malignant enterocyte,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,1.72E-16,TRUE
naive CD4+ T cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,1.08E-14,TRUE
naive B cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,9.21E-11,TRUE
cancer associated fibroblast,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,4.85E-10,TRUE
"effector memory CD4-positive, alpha-beta T cell",tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,5.01E-09,TRUE
pericyte,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,6.16E-09,TRUE
T follicular helper cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,2.87E-08,TRUE
endothelial tip cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,1.29E-07,TRUE
malignant intestinal tuft cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,8.01E-07,TRUE
naive CD8+ T cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,1.72E-06,TRUE
monocyte,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.000225177,TRUE
intestinal tuft cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.00038706,TRUE
T-cytotoxic 17 cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.011413045,TRUE
fibroblast,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.015208694,TRUE
malignant intestine goblet cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.017295735,TRUE
plasmacytoid dendritic cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.020971756,TRUE
malignant BEST4+ intestinal epithelial cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.04174223,TRUE
macrophage,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.078997347,TRUE
natural killer cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.105198858,TRUE
malignant immature intestine goblet cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.26223726,TRUE
regulatory T cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.332093132,TRUE
innate lymphoid cell,tumor,microarray,GSE44076,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44076__GPL13667__tumor_vs_tumor_adjacent,Up,datasets,97 | 97,io_colorectal_cancer,0.63994877,TRUE
intestinal epithelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,4.66E-08,TRUE
enterocyte,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,4.66E-08,TRUE
transit amplifying cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,8.56E-08,TRUE
S2 fibroblast,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,1.11E-07,TRUE
immature intestine goblet cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,6.01E-07,TRUE
enteroendocrine cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,6.01E-07,TRUE
conventional dendritic cell 1,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,6.01E-07,TRUE
intestine goblet cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,1.86E-06,TRUE
dendritic cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,5.27E-06,TRUE
conventional dendritic cell 2,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.00011422,TRUE
malignant enteroendocrine cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.000242188,TRUE
mature B cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.000807434,TRUE
plasma cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.001369278,TRUE
germinal center B cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.001855146,TRUE
BEST4+ intestinal epithelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.004372476,TRUE
T-cytotoxic 17 cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.01167027,TRUE
naive B cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.01167027,TRUE
T peripheral helper,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.016604207,TRUE
smooth muscle cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.01931509,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.020062225,TRUE
T-helper 17 cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.036634049,TRUE
gamma-delta T cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.046182358,TRUE
naive CD4+ T cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.052479494,TRUE
"effector memory CD4-positive, alpha-beta T cell",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.082757268,TRUE
S3 fibroblast,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.095203819,TRUE
naive CD8+ T cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.095203819,TRUE
regulatory T cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.109059751,TRUE
effector memory CD8+ T cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.109059751,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.109059751,TRUE
T follicular helper cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.115061429,TRUE
mast cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.148748964,TRUE
malignant intestine goblet cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.148748964,TRUE
natural killer cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.262818594,TRUE
vein endothelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.28490531,TRUE
plasmacytoid dendritic cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.326679293,TRUE
innate lymphoid cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.364982494,TRUE
malignant immature intestine goblet cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.433204835,TRUE
artery endothelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.598005234,TRUE
Schwann cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.670053539,TRUE
migratory conventional dendritic cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Down,datasets,43 | 43,io_colorectal_cancer,0.710764808,TRUE
cancer associated fibroblast,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,7.84E-08,TRUE
pericyte,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,2.21E-07,TRUE
